,artist,track
2404,"Farid Bang, Capo, 6ix9ine, SCH",INTERNATIONAL GANGSTAS
2405,Imagine Dragons,"Zero - From the Original Motion Picture ""Ralph Breaks The Internet"""
2406,"GASHI, French Montana, DJ Snake",Creep On Me
2407,Avril Lavigne,Head Above Water
2408,"Veysel, Gzuz",UFF
2409,Mumford & Sons,Guiding Light
2410,Lil Wayne,Mona Lisa (feat. Kendrick Lamar)
2411,Lil Wayne,Don't Cry (feat. XXXTENTACION)
2412,Lil Wayne,Let It Fly (feat. Travis Scott)
2413,"Lil Wayne, Swizz Beatz",Uproar
2414,Lil Wayne,Dedicate
2415,Lil Wayne,What About Me (feat. Sosamann)
2416,Lil Wayne,Can't Be Broken
2417,Lil Wayne,Dark Side Of The Moon (feat. Nicki Minaj)
2418,Lil Wayne,Famous (feat. Reginae Carter)
2419,Lil Wayne,Dope Niggaz (feat. Snoop Dogg)
2420,Lil Wayne,Open Letter
2421,Lil Wayne,Problems
2422,Lil Wayne,Hittas
2423,Lil Wayne,Open Safe
2424,Kodak Black,"If I'm Lyin, I'm Flyin"
2425,Lil Wayne,Took His Time
2426,Lil Wayne,Let It All Work Out
2427,"Shawn Mendes, Zedd",Lost In Japan - Remix
2428,Lil Wayne,I Love You Dwayne
2429,Lil Wayne,Mess
2430,Young Thug,Sin (feat. Jaden Smith)
2431,Lil Wayne,Used 2
2432,Lauv,There's No Way (feat. Julia Michaels)
2433,Lil Wayne,Demon
2434,Lil Wayne,Start This Shit Off Right (feat. Ashanti & Mack Maine)
2435,Lil Wayne,Perfect Strangers
2436,"Alan Walker, Sophia Somajo",Diamond Heart
2437,Logic,ICONIC (ft. Jaden Smith)
2438,Lil Wayne,Dope New Gospel (feat. Nivea)
2439,Logic,"Wu Tang Forever (ft. Ghostface Killah, Raekwon, RZA, Method Man, Inspectah Deck, Cappadonna, Jackpot Scotty Wotty, U-God, Masta Killa, GZA)"
2440,"6ix9ine, Bobby Shmurda",STOOPID
2441,Twenty One Pilots,Morph
2442,Anderson .Paak,Tints (feat. Kendrick Lamar)
2443,Twenty One Pilots,Nico and the Niners
2444,Twenty One Pilots,Smithereens
2445,Twenty One Pilots,Neon Gravestones
2446,Lil Baby,Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV)
2447,Twenty One Pilots,The Hype
2448,Lil Baby,Close Friends (Lil Baby & Gunna)
2449,Lil Pump,Multi Millionaire (feat. Lil Uzi Vert)
2450,Twenty One Pilots,Levitate
2451,"Loud Luxury, anders",Love No More
2452,Twenty One Pilots,Bandito
2453,Twenty One Pilots,Cut My Lip
2454,Twenty One Pilots,Pet Cheetah
2455,"Bonez MC, RAF Camora",Nummer unterdrückt
2456,Lil Baby,Business Is Business (Lil Baby & Gunna)
2457,"Charli XCX, Troye Sivan",1999
2458,Quavo,PASS OUT (feat. 21 Savage)
2459,Quavo,FLIP THE SWITCH (feat. Drake)
2460,Quavo,LOSE IT (feat. Lil Baby)
2461,Quavo,RERUN (feat. Travis Scott)
2462,Quavo,BIGGEST ALLEY OOP
2463,Bryant Myers,Tanta Falta
2464,"Marc Anthony, Will Smith, Bad Bunny",Está Rico
2465,"Jonas Blue, Liam Payne, Lennon Stella",Polaroid
2466,Camila Cabello,Consequences - orchestra
2467,Khalid,Suncity (feat. Empress Of)
2468,Khalid,Vertigo
2469,"Future, Juice WRLD",Hard Work Pays Off
2470,"Future, Juice WRLD",Jet Lag (feat. Young Scooter)
2471,Lil Yachty,Get Dripped (feat. Playboi Carti)
2472,Khalid,Motion
2473,"Lady Gaga, Bradley Cooper",I'll Never Love Again - Film Version - Radio Edit
2474,Lady Gaga,Look What I Found
2475,"Future, Juice WRLD",Astronauts
2476,Capital Bra,Roli Glitzer Glitzer (feat. Luciano & Eno)
2477,Lil Peep,Cry Alone
2478,KitschKrieg,"Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)"
2479,Lil Yachty,Yacht Club (feat. Juice WRLD)
2480,Juice WRLD,Make It Back
2481,Steve Aoki,Waste It On Me (feat. BTS)
2482,"Brytiago, Darell, Arevi",Asesina
2483,Normani,Checklist (with Calvin Harris) (feat. WizKid)
2484,Takeoff,Last Memory
2485,Tory Lanez,MiAMi (feat. Gunna)
2486,Luciano,Meer
2487,Joji,YEAH RIGHT
2488,Ray Parker Jr.,Ghostbusters
2489,Joji,TEST DRIVE
2490,Metro Boomin,Don't Come Out The House (with 21 Savage)
2491,Metro Boomin,Overdue (with Travis Scott)
2492,benny blanco,I Found You (with Calvin Harris)
2493,Metro Boomin,"No More (feat. Travis Scott, Kodak Black & 21 Savage)"
2494,"K/DA, Madison Beer, (G)I-DLE, Jaira Burns, League of Legends",POP/STARS
2495,Metro Boomin,Dreamcatcher (feat. Swae Lee & Travis Scott)
2496,Clean Bandit,Baby (feat. MARINA & Luis Fonsi)
2497,Imagine Dragons,Machine
2498,Tyga,Dip (feat. Nicki Minaj)
2499,Takeoff,Casper
2500,Metro Boomin,Up To Something (feat. Travis Scott & Young Thug)
2501,Metro Boomin,Borrowed Love (feat. Swae Lee & WizKid)
2502,Queen,Crazy Little Thing Called Love - Remastered 2011
2503,EXO,Tempo
2504,"Trippie Redd, Juice WRLD",1400 / 999 Freestyle
2505,Lil Peep,Life is Beautiful
2506,Lil Peep,Sex with My Ex
2507,Salmo,CABRIOLET (feat. Sfera Ebbasta)
2508,Anitta,Veneno
2509,Salmo,STAI ZITTO (feat. Fabri Fibra)
2510,Trippie Redd,Love Scars 3
2511,Salmo,IL CIELO NELLA STANZA (feat. NSTASIA)
2512,Lil Peep,Runaway
2513,James Arthur,Empty Space
2514,Lil Peep,Broken Smile (My All)
2515,Queen,We Are The Champions - Remastered 2011
2516,Queen,Radio Ga Ga - Live Aid
2517,Trippie Redd,Toxic Waste
2518,Imagine Dragons,Boomerang
2519,The Chainsmokers,Beach House
2520,Kodak Black,Take One
2521,Madison Beer,Hurts Like Hell (feat. Offset)
2522,"6ix9ine, Lil Baby",TIC TOC
2523,MERO,Baller los
2524,"6ix9ine, A Boogie Wit da Hoodie",WAKA
2525,Rita Ora,Only Want You
2526,A$AP Rocky,Sundress
2527,Queen,Love Of My Life - Remastered 2011
2528,"6ix9ine, Kanye West",KANGA
2529,Meek Mill,On Me (feat. Cardi B)
2530,Meek Mill,Uptown Vibes (feat. Fabolous & Anuel AA)
2531,Ski Mask The Slump God,Foot Fungus
2532,"Meek Mill, JAY-Z",What's Free (feat. Rick Ross & Jay Z)
2533,Sfera Ebbasta,Happy Birthday
2534,Stan Kenton,Lonesome Train
2535,Lil Baby,Time (feat. Meek Mill)
2536,"MC L da Vinte, MC Gury",Parado no Bailão
2537,benny blanco,Better To Lie (with Jesse & Swae Lee)
2538,Wisin & Yandel,Reggaetón en lo Oscuro
2539,XXXTENTACION,Guardian angel
2540,XXXTENTACION,I don’t let go
2541,XXXTENTACION,what are you so afraid of
2542,XXXTENTACION,Train food
2543,XXXTENTACION,One Minute (feat. Kanye West & Travis Barker)
2544,XXXTENTACION,STARING AT THE SKY
2545,XXXTENTACION,difference (interlude)
2546,Kodak Black,MoshPit (feat. Juice WRLD)
2547,Peter Manos,In My Head
2548,21 Savage,can't leave without it
2549,21 Savage,1.5
2550,21 Savage,break da law
2551,21 Savage,asmr
2552,21 Savage,gun smoke
2553,21 Savage,ball w/o you
2554,Judy Garland,"Have Yourself A Merry Little Christmas - ""Meet Me In St. Louis"" Original Cast Recording"
2555,A Boogie Wit da Hoodie,Demons and Angels (feat. Juice WRLD)
2556,21 Savage,out for the night
2557,"Miley Cyrus, Mark Ronson",Happy Xmas (War Is Over) (feat. Sean Ono Lennon)
2558,Gene Autry,Here Comes Santa Claus (Right Down Santa Claus Lane) - 1947 Version
2559,Travis Scott,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX
2560,"JACKBOYS, Travis Scott",OUT WEST (feat. Young Thug)
2561,"JACKBOYS, Sheck Wes",GANG GANG
2562,"JACKBOYS, Travis Scott",WHAT TO DO? (feat. Don Toliver)
2563,Don Toliver,Had Enough (feat. Quavo & Offset)
2564,"SHAED, ZAYN",Trampoline
2565,"JACKBOYS, Pop Smoke, Travis Scott",GATTI
2566,French Montana,"Writing on the Wall (feat. Post Malone, Cardi B & Rvssian)"
2567,Doja Cat,Say So
2568,JACKBOYS,JACKBOYS
2569,Tones And I,Never Seen the Rain
2570,"PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro",SENTADÃO
2571,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid",Perreo en La Luna
2572,"Alan Walker, Ava Max","Alone, Pt. II"
2573,Conan Gray,Maniac
2574,Jorge & Mateus,Cheirosa - Ao Vivo
2575,Justin Bieber,Yummy
2576,Gusttavo Lima,A Gente Fez Amor - Ao Vivo
2577,Arizona Zervas,FML
2578,TOKYO’S REVENGE,GOODMORNINGTOKYO!
2579,Olivia Rodrigo,"All I Want - From ""High School Musical: The Musical: The Series"""
2580,"Arcangel, Bad Bunny",Infeliz
2581,Future,Life Is Good (feat. Drake)
2582,Selena Gomez,Rare
2583,Mac Miller,Good News
2584,Halsey,You should be sad
2585,Khalid,Eleven
2586,"Nicky Jam, Daddy Yankee",Muévelo
2587,J Balvin,Morado
2588,Lil Baby,Sum 2 Prove
2589,Selena Gomez,Vulnerable
2590,Selena Gomez,Dance Again
2591,Selena Gomez,Ring
2592,Selena Gomez,Crowded Room (feat. 6LACK)
2593,Roddy Ricch,High Fashion (feat. Mustard)
2594,Selena Gomez,People You Know
2595,Selena Gomez,Let Me Get Me
2596,Selena Gomez,A Sweeter Place (feat. Kid Cudi)
2597,Megan Thee Stallion,Diamonds (with Normani)
2598,Selena Gomez,Cut You Off
2599,Selena Gomez,Kinda Crazy
2600,Eminem,Godzilla (feat. Juice WRLD)
2601,BTS,Black Swan
2602,Eminem,Those Kinda Nights (feat. Ed Sheeran)
2603,Eminem,Darkness
2604,Jonas Brothers,What A Man Gotta Do
2605,Eminem,"You Gon’ Learn (feat. Royce Da 5'9"" & White Gold)"
2606,Eminem,Unaccommodating (feat. Young M.A)
2607,Mac Miller,Blue World
2608,Eminem,Leaving Heaven (feat. Skylar Grey)
2609,Mac Miller,Circles
2610,Eminem,In Too Deep
2611,"Shakira, Anuel AA",Me Gusta
2612,Eminem,Premonition - Intro
2613,Mac Miller,I Can See
2614,Mac Miller,Hand Me Downs
2615,Eminem,No Regrets (feat. Don Toliver)
2616,Mac Miller,Complicated
2617,Eminem,Lock It Up (feat. Anderson .Paak)
2618,Eminem,Marsh
2619,Eminem,Stepdad
2620,"Juju, Loredana, Miksu / Macloud",Kein Wort
2621,Eminem,"Yah Yah (feat. Royce Da 5'9"", Black Thought, Q-Tip & Denaun)"
2622,Eminem,Never Love Again
2623,Mac Miller,Woods
2624,Eminem,Farewell
2625,Mac Miller,Everybody
2626,Eminem,Alfred - Interlude
2627,Eminem,Little Engine
2628,Eminem,"I Will (feat. KXNG Crooked, Royce Da 5'9"" & Joell Ortiz)"
2629,Halsey,Still Learning
2630,Mac Miller,Surf
2631,Matthew Wilder,Break My Stride
2632,blackbear,me & ur ghost
2633,Mac Miller,That's On Me
2634,Surfaces,Sunday Best
2635,Mac Miller,Once A Day
2636,"Ufo361, Future",Big Drip
2637,Mac Miller,Hands
2638,Gambi,Dans l'espace (feat. Heuss l'Enfoiré)
2639,"Maes, Booba",Blanche
2640,"Thiaguinho MT, Mila, JS o Mão de Ouro",Tudo Ok
2641,Ali Gatie,What If I Told You That I Love You
2642,"Kygo, Sandro Cavazza",Forever Yours - Avicii Tribute
2643,Gzuz,Donuts
2644,"Samra, ELIF",Zu Ende
2645,Megan Thee Stallion,B.I.T.C.H.
2646,"Murda, Ezhel",Bi Sonraki Hayatımda Gel
2647,Dua Lipa,Physical
2648,"Justin Bieber, Kehlani",Get Me
2649,Taylor Swift,Only The Young - Featured in Miss Americana
2650,"Joker Bra, VIZE",Baby
2651,Lil Wayne,"I Do It (ft. Big Sean, Lil Baby)"
2652,Demi Lovato,Anyone
2653,Henrique & Juliano,Liberdade Provisória - Ao Vivo
2654,A Boogie Wit da Hoodie,King Of My City
2655,Myke Towers,Girl
2656,Samra,Mon Ami
2657,Jack Harlow,WHATS POPPIN
2658,KSI,Wake Up Call (feat. Trippie Redd)
2659,Shakira,Hips Don't Lie (feat. Wyclef Jean)
2660,"Justin Bieber, Quavo",Intentions
2661,Joji,Run
2662,"Khalid, Disclosure",Know Your Worth
2663,Anuel AA,Keii
2664,Lil Mosey,Blueberry Faygo
2665,5 Seconds of Summer,No Shame
2666,"Jhay Cortez, Anuel AA, J Balvin",Medusa
2667,Nicki Minaj,Yikes
2668,"Daddy Yankee, Sech",Definitivamente
2669,Anne-Marie,Birthday
2670,G-Eazy,Still Be Friends (feat. Tory Lanez & Tyga)
2671,Niall Horan,No Judgement
2672,Tory Lanez,Broke In A Minute
2673,Samra,Weiss
2674,Billie Eilish,No Time To Die
2675,Justin Bieber,Intentions (feat. Quavo)
2676,Justin Bieber,Forever (feat. Post Malone & Clever)
2677,"Bad Bunny, Sech",Ignorantes
2678,Sam Smith,To Die For
2679,A Boogie Wit da Hoodie,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)"
2680,"Migos, Travis Scott, Young Thug",Give No Fxk
2681,Justin Bieber,Come Around Me
2682,Justin Bieber,Habitual
2683,Justin Bieber,All Around Me
2684,"Powfu, beabadoobee",death bed (coffee for your head)
2685,The Weeknd,After Hours
2686,Justin Bieber,Get Me (feat. Kehlani)
2687,Justin Bieber,Second Emotion (feat. Travis Scott)
2688,Justin Bieber,Running Over (feat. Lil Dicky)
2689,Justin Bieber,Available
2690,Tame Impala,Breathe Deeper
2691,Justin Bieber,Changes
2692,Justin Bieber,Confirmation
2693,Lizzo,Good as Hell (feat. Ariana Grande)
2694,Myke Towers,Diosa
2695,Luciano,Mios mit Bars
2696,Justin Bieber,E.T.A.
2697,Tame Impala,Borderline
2698,Justin Bieber,Take It Out On Me
2699,A Boogie Wit da Hoodie,Might Not Give Up (feat. Young Thug)
2700,Justin Bieber,That's What Love Is
2701,"Polo G, Stunna 4 Vegas",Go Stupid (feat. NLE Choppa & Mike WiLL Made-It)
2702,Tame Impala,One More Year
2703,Tame Impala,Lost In Yesterday
2704,Justin Bieber,At Least For Now
2705,BTS,ON
2706,BTS,ON (Feat. Sia)
2707,Selena Gomez,Feel Me
2708,Ashe,Moral of the Story
2709,BTS,Filter
2710,BTS,Louder than bombs
2711,BTS,UGH!
2712,BTS,My Time
2713,BTS,00:00 (Zero O’Clock)
2714,BTS,Friends
2715,BTS,We are Bulletproof : the Eternal
2716,BTS,Inner Child
2717,BTS,Moon
2718,5 Seconds of Summer,Old Me
2719,BTS,Outro : Ego
2720,Lauv,Modern Loneliness
2721,BTS,Interlude : Shadow
2722,Rauw Alejandro,Tattoo
2723,24kGoldn,CITY OF ANGELS
2724,Pop Smoke,Dior
2725,BTS,Respect
2726,Future,"Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix"
2727,K CAMP,Lottery (Renegade)
2728,Ufo361,Rich Rich
2729,"Dalex, Sech",Mejor
2730,Bad Bunny,La Difícil
2731,Bad Bunny,Si Veo a Tu Mamá
2732,Lady Gaga,Stupid Love
2733,"Bad Bunny, Daddy Yankee",La Santa
2734,Bad Bunny,Pero Ya No
2735,Bad Bunny,Yo Perreo Sola
2736,J Balvin,Rojo
2737,"Bad Bunny, Jowell & Randy, Ñengo Flow",Safaera
2738,"Bad Bunny, Yaviah",Bichiyal
2739,Bad Bunny,Soliá
2740,Residente,René
2741,Lil Uzi Vert,That Way
2742,Bad Bunny,A Tu Merced
2743,"Bad Bunny, Anuel AA",Está Cabrón Ser Yo
2744,"Bad Bunny, Ñengo Flow",Que Malo
2745,Bad Bunny,La Zona
2746,Bad Bunny,25/8
2747,Lil Baby,Heatin Up (feat. Gunna)
2748,Bad Bunny,<3
2749,"Bad Bunny, Mora",Una Vez
2750,"Bad Bunny, Duki, Pablo Chill-E",Hablamos Mañana
2751,"SZA, Justin Timberlake",The Other Side (from Trolls World Tour)
2752,"Bad Bunny, Kendo Kaponi, Arcangel",P FKN R
2753,"Bad Bunny, Myke Towers",Puesto Pa' Guerrial
2754,Lil Baby,Live Off My Closet (feat. Future)
2755,Lil Baby,Commercial (feat. Lil Uzi Vert)
2756,Apache 207,Matrix
2757,"G Herbo, Juice WRLD, Lil Uzi Vert, Chance the Rapper",PTSD
2758,Doja Cat,Boss Bitch
2759,"Capital Bra, Samra",100k Cash
2760,Martin Garrix,Drown (feat. Clinton Kane)
2761,Lil Uzi Vert,Baby Pluto
2762,Lil Uzi Vert,That Way - Bonus Track
2763,Lil Uzi Vert,P2
2764,Lil Uzi Vert,Lo Mein
2765,Lil Uzi Vert,Silly Watch
2766,Demi Lovato,I Love Me
2767,"BENEE, Gus Dapperton",Supalonely
2768,Lil Uzi Vert,Homecoming
2769,Lil Uzi Vert,I'm Sorry
2770,Lil Uzi Vert,Prices
2771,Lil Uzi Vert,Futsal Shuffle 2020 - Bonus Track
2772,Lil Uzi Vert,POP
2773,Lil Uzi Vert,Celebration Station
2774,Lil Uzi Vert,Bigger Than Life
2775,Lil Uzi Vert,Venetia
2776,Lil Uzi Vert,You Better Move
2777,Christian Nodal,Se Me Olvidó
2778,Lil Uzi Vert,Chrome Heart Tags
2779,Lil Uzi Vert,Bust Me
2780,Lauv,Who (feat. BTS)
2781,Lil Uzi Vert,Secure The Bag
2782,Ninho,Lettre à une femme
2783,Jhené Aiko,B.S. (feat. H.E.R.)
2784,Lil Uzi Vert,Urgency (feat. Syd)
2785,"Loredana, Rymez",Angst
2786,Gunna,SKYBOX
2787,Bazzi,Young & Alive
2788,Lauv,"fuck, i'm lonely (with Anne-Marie)"
2789,Lil Uzi Vert,Myron
2790,Lil Uzi Vert,Bean (Kobe) [feat. Chief Keef]
2791,Lil Yachty,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake)
2792,YNW Melly,Suicidal (Remix) [feat. Juice WRLD]
2793,"Lil Uzi Vert, 21 Savage",Yessirskiii
2794,ITZY,WANNABE
2795,Don Toliver,Cardigan
2796,DripReport,Skechers
2797,Robin Schulz,In Your Eyes (feat. Alida)
2798,Doja Cat,Like That (feat. Gucci Mane)
2799,Lil Uzi Vert,Lotus
2800,"Rauw Alejandro, Anuel AA, Natti Natasha, Farruko, Lunay",Fantasias - Remix
2801,Lil Uzi Vert,Leaders (feat. NAV)
2802,Lil Uzi Vert,Strawberry Peels (feat. Young Thug & Gunna)
2803,Lil Uzi Vert,Wassup (feat. Future)
2804,Lil Uzi Vert,Moon Relate
2805,Niall Horan,Black And White
2806,PUBLIC,Make You Mine
2807,"Alex Rose, Rafa Pabön",Jangueo
2808,Lil Uzi Vert,Trap This Way (This Way)
2809,Lil Uzi Vert,Got The Guap (feat. Young Thug)
2810,Lil Uzi Vert,I Can Show You
2811,Tones And I,Bad Child
2812,Ufo361,"Bad Girls, Good Vibes"
2813,The Weeknd,In Your Eyes
2814,The Weeknd,Alone Again
2815,The Weeknd,Hardest To Love
2816,J Balvin,Amarillo
2817,The Weeknd,Scared To Live
2818,The Weeknd,Too Late
2819,The Weeknd,Save Your Tears
2820,The Weeknd,Snowchild
2821,The Weeknd,Faith
2822,The Weeknd,Escape From LA
2823,The Weeknd,Repeat After Me (Interlude)
2824,J Balvin,Azul
2825,Megan Thee Stallion,Savage
2826,The Weeknd,Until I Bleed Out
2827,NLE Choppa,Walk Em Down (feat. Roddy Ricch)
2828,J Balvin,Rosa
2829,J Balvin,Gris
2830,J Balvin,Negro
2831,"J Balvin, Sky Rompiendo",Verde
2832,"J Balvin, Mr Eazi",Arcoíris
2833,"Topic, A7S",Breaking Me
2834,Tory Lanez,The Take (feat. Chris Brown)
2835,"Dardan, Monet192",H <3 T E L
2836,Dua Lipa,Break My Heart
2837,"PARTYNEXTDOOR, Rihanna",BELIEVE IT
2838,"NAV, Gunna",Turks (feat. Travis Scott)
2839,"Kygo, Zara Larsson, Tyga",Like It Is
2840,Dua Lipa,Levitating
2841,Dua Lipa,Hallucinate
2842,Dua Lipa,Pretty Please
2843,Dua Lipa,Cool
2844,Dua Lipa,Future Nostalgia
2845,Dua Lipa,Love Again
2846,Dua Lipa,Good In Bed
2847,Dua Lipa,Boys Will Be Boys
2848,Surf Mesa,ily (i love you baby) (feat. Emilee)
2849,"Shiva, Eiffel 65",Auto Blu
2850,"Zuna, Loredana, SRNO",Du bist mein
2851,5 Seconds of Summer,Wildflower
2852,Ava Max,Salt
2853,Ufo361,Allein sein
2854,Little Mix,Break Up Song
2855,Ava Max,Kings & Queens
2856,Sub Urban,Cradles
2857,Luísa Sonza,BRABA
2858,Drake,Toosie Slide
2859,DaBaby,FIND MY WAY
2860,"Kygo, Sasha Sloan",I'll Wait
2861,Madison Beer,Selfish
2862,"Rauw Alejandro, Dalex, Lenny Tavárez",Elegí (feat. Dímelo Flow)
2863,Camilo,Favorito
2864,"KAROL G, Anuel AA",Follow
2865,"Feid, Justin Quiles",PORFA
2866,Rod Wave,Heart On Ice
2867,"Lunay, Myke Towers, Ozuna, Chencho Corleone, Rauw Alejandro",La Cama - Remix
2868,"Vicetone, Tony Igy",Astronomia
2869,Twenty One Pilots,Level of Concern
2870,Selena Gomez,Boyfriend
2871,Tory Lanez,Stupid Again
2872,Bonez MC,Shotz Fired
2873,Samra,BaeBae
2874,"Arcangel, Sech, Romeo Santos",Sigues Con El - Remix
2875,"Camilo, Evaluna Montaner",Por Primera Vez
2876,Sech,Relación
2877,DaBaby,ROCKSTAR (feat. Roddy Ricch)
2878,Sam Smith,I’m Ready (with Demi Lovato)
2879,Playboi Carti,@ MEH
2880,Joji,Gimme Love
2881,DaBaby,PICK UP (feat. Quavo)
2882,"Kygo, Zak Abel",Freedom
2883,DaBaby,JUMP (feat. YoungBoy Never Broke Again)
2884,Don Toliver,After Party
2885,Sam Fischer,This City
2886,"Black Eyed Peas, Ozuna, J. Rey Soul",MAMACITA
2887,DaBaby,LIGHTSKIN SH*T (feat. Future & jetsonmade)
2888,"Rvssian, Anuel AA, Juice WRLD",No Me Ame
2889,DaBaby,BLAME IT ON BABY
2890,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS
2891,Juice WRLD,Righteous
2892,Ufo361,Emotions
2893,Melanie Martinez,Play Date
2894,SHIRIN DAVID,90-60-111
2895,KSI,Houdini (feat. Swarmz & Tion Wayne)
2896,Lil Uzi Vert,Sasuke
2897,Megan Thee Stallion,Savage Remix (feat. Beyoncé)
2898,The 1975,If You’re Too Shy (Let Me Know) - Edit
2899,Drake,Pain 1993 (with Playboi Carti)
2900,Marshmello,Be Kind (with Halsey)
2901,Drake,Chicago Freestyle (feat. Giveon)
2902,"Future, Drake, Young Thug",D4L
2903,Drake,Demons (feat. Fivio Foreign & Sosa Geek)
2904,Drake,Time Flies
2905,Drake,Desires (with Future)
2906,Drake,Not You Too (feat. Chris Brown)
2907,Doja Cat,Say So (feat. Nicki Minaj)
2908,Drake,Landed
2909,Drake,When To Say When
2910,"Capital Bra, Loredana",Nicht verdient
2911,Drake,Deep Pockets
2912,"Banda MS de Sergio Lizárraga, Snoop Dogg",Qué Maldición
2913,Drake,War
2914,Drake,From Florida With Love
2915,Drake,Losses
2916,StaySolidRocky,Party Girl
2917,IU,eight(Prod.&Feat. SUGA of BTS)
2918,Ariana Grande,Stuck with U (with Justin Bieber)
2919,6ix9ine,GOOBA
2920,Apache 207,Fame
2921,"Bad Bunny, Don Omar",PA' ROMPERLA
2922,Bad Bunny,BYE ME FUI
2923,"Bad Bunny, Zion & Lennox",MÁS DE UNA CITA
2924,"Yandel, Bad Bunny",CANCIÓN CON YANDEL
2925,"Bad Bunny, Nicky Jam",BAD CON NICKY
2926,"Jhay Cortez, Bad Bunny",CÓMO SE SIENTE - Remix
2927,Bad Bunny,BENDICIONES
2928,Bad Bunny,SI ELLA SALE
2929,NAV,Turks (with Gunna & ft. Travis Scott)
2930,Bad Bunny,RONCA FREESTYLE
2931,Lil Tjay,Zoo York (feat. Fivio Foreign & Pop Smoke)
2932,"Bad Bunny, Gabriela",EN CASITA
2933,"Rauw Alejandro, Chencho Corleone",El Efecto
2934,Kehlani,Can I
2935,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",El Efecto - Remix
2936,Natalie Taylor,Surrender
2937,"Kygo, OneRepublic",Lose Somebody
2938,Future,Solitaires (feat. Travis Scott)
2939,Katy Perry,Daisies
2940,Polo G,Flex (feat. Juice WRLD)
2941,Jonas Brothers,X (with KAROL G)
2942,Future,All Bad (feat. Lil Uzi Vert)
2943,Future,Trillionaire (feat. Youngboy Never Broke Again)
2944,"Polo G, Stunna 4 Vegas, NLE Choppa, Mike WiLL Made-It",Go Stupid
2945,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",La Jeepeta - Remix
2946,"Justin Quiles, Daddy Yankee, El Alfa",PAM
2947,Pashanim,Airwaves
2948,"Sleepy Hallow, Fousheé",Deep End Freestyle
2949,Migos,Racks 2 Skinny
2950,Polo G,Be Something (feat. Lil Baby)
2951,S1mba,Rover (feat. DTG)
2952,"Trippie Redd, PARTYNEXTDOOR",Excitement
2953,Lady Gaga,Rain On Me (with Ariana Grande)
2954,Agust D,Daechwita
2955,Gunna,DOLLAZ ON MY HEAD (feat. Young Thug)
2956,Bonez MC,Roadrunner
2957,Gunna,COOLER THAN A BITCH (feat. Roddy Ricch)
2958,The Weeknd,In Your Eyes (with Doja Cat) - Remix
2959,Gunna,WUNNA
2960,Capital Bra,Komm Komm
2961,Lady Gaga,Sour Candy (with BLACKPINK)
2962,Gunna,TOP FLOOR (feat. Travis Scott)
2963,Sia,Together
2964,"Chris Brown, Young Thug",Go Crazy
2965,Alexander 23,IDK You Yet
2966,jxdn,Angels & Demons
2967,"Sech, Daddy Yankee",Confía
2968,ROSALÍA,TKN (feat. Travis Scott)
2969,Juice WRLD,Tell Me U Luv Me (with Trippie Redd)
2970,"Anuel AA, Bad Bunny",Hasta Que Dios Diga
2971,Lady Gaga,911
2972,Lady Gaga,Alice
2973,Lady Gaga,Free Woman
2974,Lady Gaga,Fun Tonight
2975,Lady Gaga,Sine From Above (with Elton John)
2976,Lady Gaga,Enigma
2977,Lady Gaga,Replay
2978,Lady Gaga,Plastic Doll
2979,Lady Gaga,Chromatica II
2980,Lady Gaga,Babylon
2981,Lady Gaga,Chromatica I
2982,Anuel AA,Fútbol & Rumba (feat. Enrique Iglesias)
2983,Lady Gaga,1000 Doves
2984,"Kygo, Kim Petras",Broken Glass
2985,"Anuel AA, Daddy Yankee, KAROL G, Ozuna, J Balvin",China
2986,TWICE,MORE & MORE
2987,"AK AUSSERKONTROLLE, Bonez MC",In meinem Benz
2988,"Anuel AA, Tego Calderon",Jangueo
2989,Anuel AA,Reggaetonera
2990,Post Malone,Goodbyes (feat. Young Thug)
2991,"KC Rebell, Summer Cem",FLY
2992,"KALIM, Ufo361",SKRR
2993,Niack,Na Raba Toma Tapão
2994,Lil Yachty,"T.D (Lil Yachty & Tierra Whack feat. A$AP Rocky & Tyler, The Creator)"
2995,Lil Yachty,Oprah's Bank Account (Lil Yachty & DaBaby feat. Drake)
2996,"Regard, RAYE",Secrets
2997,Harry Nach,Tak Tiki Tak
2998,Apache 207,Boot
2999,XXXTENTACION,Riot
3000,"KC Rebell, Summer Cem",VALLA NEIN (feat. Luciano)
3001,6ix9ine,TROLLZ (with Nicki Minaj)
3002,Lil Baby,The Bigger Picture
3003,"Jawsh 685, Jason Derulo",Savage Love (Laxed - Siren Beat)
3004,Tyla Yaweh,Tommy Lee (feat. Post Malone)
3005,The Kid LAROI,GO (feat. Juice WRLD)
